inc_id,scan_id,bmctotal,bodyfat,fitness,leanbodymass,leanmassarms,leanmasslegs,shoulderwidth,visceraladiposetissue,weight,neck,chest,underbust,overarm,bicepleft,bicepright,forearmleft,forearmright,wristleft,wristright,stomach,seat,thighleft,thighright,calfleft,calfright,waist,bodysurfacearea,pantwaist,backneck2waist,sleeveleft,sleeveright,acrossshoulder,crotchlength,inseam,chestcb,hipscb,outseamleft,outseamright,process_date,load_filename,load_timestamp,version,year,month
586,8dfc2946-7f65-4937-a908-ab41bdf1afee,3534.36,42.29,12.19,225.89,14009.39,28470.55,19.2,1611.55,139.25,22.09,54.66,56.57,58.57,16.08,19.91,12.22,13.57,8.21,7.83,64.42,48.78,35.28,29.61,21.96,21.78,45.5,4407.76,48.2,18.66,36.44,34.49,20.73,42.96,32.29,51.31,58.28,39.74,38.57,13-01-2024,scanId-8dfc2946-7f65-4937-a908-ab41bdf1afee_2024_01_12_00_00_00.json-app-measures-version-5.0.0,52:52.8,5.0.0,2024,1
587,32381b7f-bcd3-48e4-8624-c5e6d668d5f7,4641.33,58.84,13.98,229.4,10342.87,27124.06,24.91,3049.99,120.66,22.01,60.95,64.57,59.6,17.53,18.23,15.86,13.11,8.57,9.3,55.68,51.98,29.75,28.44,20.63,18.18,66.18,4022.43,56.54,18.4,33.65,35.59,23.98,40.67,35.05,50.59,48.2,36.83,39.83,10-05-2025,scanId-32381b7f-bcd3-48e4-8624-c5e6d668d5f7_2025_05_09_00_00_00.json-app-measures-version-5.0.0,35:45.1,5.0.0,2025,5
588,78849d8a-19ee-4d70-a17a-8600ac93bc2c,4629.24,40.58,9.85,221.52,13619.28,28954.0,24.42,2427.67,157.4,21.08,49.63,64.42,55.12,17.33,20.65,15.7,13.72,9.24,9.52,61.16,67.98,27.47,25.14,20.72,20.33,45.06,4029.12,69.17,20.11,33.08,34.26,23.48,35.22,29.55,58.06,60.88,38.96,37.32,19-11-2025,scanId-78849d8a-19ee-4d70-a17a-8600ac93bc2c_2025_11_18_00_00_00.json-app-measures-version-5.0.0,49:15.7,5.0.0,2025,11
589,bcd17091-9087-494f-bff2-b71602bcf530,3733.02,34.65,9.47,209.44,9719.14,21238.25,23.49,1855.05,127.91,19.43,53.66,52.33,57.15,16.37,14.08,13.86,13.03,9.61,8.43,57.47,63.14,25.3,28.79,18.83,17.03,50.72,3867.71,61.79,18.77,36.74,35.42,23.19,39.22,32.84,56.73,54.86,40.51,39.35,14-05-2025,scanId-bcd17091-9087-494f-bff2-b71602bcf530_2025_05_13_00_00_00.json-app-measures-version-5.0.0,14:57.6,5.0.0,2025,5
590,4453be2a-9f74-4a85-899b-98215d238216,3512.17,40.16,7.29,151.74,11365.88,34445.65,24.79,1742.04,120.2,22.12,64.71,61.48,56.45,19.8,19.97,12.91,12.65,9.75,7.32,58.59,69.97,29.49,34.22,21.89,19.71,49.09,4306.04,48.53,21.3,34.86,35.31,23.91,36.25,32.59,50.55,59.45,40.46,39.1,13-01-2024,scanId-4453be2a-9f74-4a85-899b-98215d238216_2024_01_12_00_00_00.json-app-measures-version-5.0.0,56:18.6,5.0.0,2024,1
591,cf1369e4-1521-4bd5-abcb-fab31bed3778,4203.84,57.78,9.87,238.79,13192.13,26523.08,22.54,3989.8,169.19,20.44,65.79,58.76,68.08,18.27,18.34,12.82,13.07,7.48,9.72,67.38,60.05,25.92,35.13,19.8,16.22,53.62,3630.04,68.43,20.64,35.67,35.49,23.41,37.58,32.65,50.36,67.14,36.22,36.67,11-01-2025,scanId-cf1369e4-1521-4bd5-abcb-fab31bed3778_2025_01_10_00_00_00.json-app-measures-version-5.0.0,53:49.2,5.0.0,2025,1
592,aed65bde-bfe5-435a-88e3-ca46067a8b01,4783.09,29.34,13.46,169.56,10184.77,32256.8,19.18,3016.69,123.83,17.69,48.42,54.62,58.5,14.19,16.33,15.05,15.3,7.61,8.53,55.02,52.23,33.38,25.21,16.65,20.53,45.55,4155.92,58.19,18.97,36.3,35.22,22.53,32.2,31.24,55.72,52.61,37.64,40.62,17-09-2024,scanId-aed65bde-bfe5-435a-88e3-ca46067a8b01_2024_09_16_00_00_00.json-app-measures-version-5.0.0,44:25.4,5.0.0,2024,9
593,d0cf99e3-0329-4822-b86e-7164daae270a,4813.95,27.41,9.53,236.98,11948.59,21529.75,19.87,1916.8,105.23,21.66,62.2,50.67,53.82,17.07,15.71,15.07,12.17,7.58,9.3,59.63,51.36,26.83,35.65,19.68,16.1,50.4,3792.34,64.14,18.27,33.64,34.8,21.43,36.78,34.82,61.1,51.06,40.18,40.38,14-08-2024,scanId-d0cf99e3-0329-4822-b86e-7164daae270a_2024_08_13_00_00_00.json-app-measures-version-5.0.0,32:36.9,5.0.0,2024,8
594,21260023-7fc8-46b3-86d5-f59f3ed9c20c,4005.6,59.37,11.04,162.63,12375.8,30784.45,23.17,3866.84,108.86,21.88,65.16,67.41,60.49,20.95,16.67,13.46,12.35,7.71,8.21,53.49,61.75,27.63,34.37,18.44,16.85,42.28,4129.12,65.74,20.3,33.4,36.31,23.5,33.75,30.95,55.36,62.74,40.74,36.19,06-02-2025,scanId-21260023-7fc8-46b3-86d5-f59f3ed9c20c_2025_02_05_00_00_00.json-app-measures-version-5.0.0,39:58.7,5.0.0,2025,2
595,02105817-e158-466a-903e-af492e299f2e,3573.39,27.07,7.92,184.11,11389.41,34276.05,21.57,2186.81,120.2,18.33,53.73,63.03,54.54,16.82,14.94,12.58,14.28,8.67,9.77,68.74,58.94,30.54,35.41,19.03,20.39,64.93,3697.43,63.94,21.12,33.29,36.23,21.75,35.61,29.54,62.09,51.65,41.8,36.78,03-11-2025,scanId-02105817-e158-466a-903e-af492e299f2e_2025_11_02_00_00_00.json-app-measures-version-5.0.0,26:47.7,5.0.0,2025,11
596,6fe61c69-5e95-4e3b-8d66-262363ecd049,3609.64,26.95,10.82,221.83,13564.42,30579.82,19.92,2160.16,128.82,22.16,50.27,61.88,62.84,19.53,19.49,13.14,12.66,7.46,7.82,58.6,46.52,27.76,25.12,21.12,21.71,56.35,3926.06,49.42,18.68,35.71,35.87,21.74,34.83,31.7,49.23,56.14,41.78,39.39,10-07-2025,scanId-6fe61c69-5e95-4e3b-8d66-262363ecd049_2025_07_09_00_00_00.json-app-measures-version-5.0.0,11:31.5,5.0.0,2025,7
597,a49c2a33-0552-441d-8b91-f20d12421e9b,3787.74,48.0,5.09,244.15,14240.74,33708.09,19.52,3963.72,134.26,21.97,64.68,54.37,52.72,20.45,19.92,13.24,15.29,8.14,9.03,47.36,60.26,29.58,25.87,18.88,18.37,62.05,4275.07,66.53,21.52,34.82,34.16,22.51,37.58,34.4,62.89,51.73,38.41,37.66,04-05-2025,scanId-a49c2a33-0552-441d-8b91-f20d12421e9b_2025_05_03_00_00_00.json-app-measures-version-5.0.0,33:28.6,5.0.0,2025,5
598,afc5237a-d987-41df-a55d-e83c27bf3d84,4667.93,49.91,10.33,224.64,14662.34,24073.95,23.61,1581.26,169.19,17.3,50.21,66.96,53.23,16.02,19.83,12.03,15.71,9.85,9.63,63.76,67.74,30.36,26.97,20.79,16.54,53.22,4046.13,59.96,20.71,33.44,34.14,21.77,38.81,30.24,56.88,66.83,39.26,37.38,14-08-2025,scanId-afc5237a-d987-41df-a55d-e83c27bf3d84_2025_08_13_00_00_00.json-app-measures-version-5.0.0,26:53.7,5.0.0,2025,8
599,76dee70e-7a91-4fe8-beae-a10b96cd6ce2,4319.5,57.46,11.56,236.74,12789.92,21078.12,24.54,2240.61,140.16,19.0,63.18,67.62,67.86,18.86,16.56,12.62,13.07,7.34,9.33,59.13,51.81,26.33,33.97,20.4,21.64,51.71,4273.82,68.54,19.24,33.69,36.33,22.3,32.13,34.92,69.85,50.06,41.86,36.95,16-05-2024,scanId-76dee70e-7a91-4fe8-beae-a10b96cd6ce2_2024_05_15_00_00_00.json-app-measures-version-5.0.0,58:51.4,5.0.0,2024,5
600,2688593e-b5f2-415b-b117-d6a5098ad4a7,3986.66,54.42,12.82,239.0,9275.69,33512.24,20.44,3944.4,112.94,17.55,49.9,50.93,68.12,15.47,14.98,15.8,13.74,9.77,8.37,59.12,56.93,34.53,35.57,21.17,19.7,56.45,3766.94,48.31,21.73,33.12,35.29,21.92,39.79,35.68,59.7,52.1,40.42,38.2,31-03-2025,scanId-2688593e-b5f2-415b-b117-d6a5098ad4a7_2025_03_30_00_00_00.json-app-measures-version-5.0.0,21:21.1,5.0.0,2025,3
601,8386bcfc-2bdc-44a0-908b-cbca575cc751,3955.77,49.58,12.24,150.38,11621.4,26166.06,20.4,3073.72,126.1,21.83,59.13,48.59,61.37,15.6,20.27,12.47,14.29,8.38,8.29,65.01,61.64,34.67,30.28,20.9,19.3,54.08,4453.75,52.87,18.36,33.54,34.81,23.25,43.21,32.0,51.18,63.49,41.07,38.57,09-08-2024,scanId-8386bcfc-2bdc-44a0-908b-cbca575cc751_2024_08_08_00_00_00.json-app-measures-version-5.0.0,26:55.4,5.0.0,2024,8
602,fa3509be-d0c7-450e-a525-f0e97512db46,4020.42,58.87,8.45,227.46,9529.83,21074.8,22.73,2328.05,144.24,19.11,55.1,57.09,61.83,14.81,17.73,15.77,14.39,9.99,8.27,68.57,69.32,32.88,31.78,18.21,18.13,58.42,4087.45,52.63,19.75,36.04,33.31,22.58,33.45,31.74,51.32,62.78,36.7,40.2,06-02-2025,scanId-fa3509be-d0c7-450e-a525-f0e97512db46_2025_02_05_00_00_00.json-app-measures-version-5.0.0,12:34.5,5.0.0,2025,2
603,e7deb9a3-b1fc-4aaf-99f1-4430d1fe20e9,3897.11,36.56,8.5,238.26,8698.41,27046.83,20.09,3773.45,167.83,22.59,69.18,67.46,62.47,18.59,14.4,15.32,15.92,8.02,7.5,60.3,66.64,29.96,34.67,17.71,16.39,44.74,4430.42,66.8,20.65,36.1,35.72,20.18,38.19,28.52,54.61,63.34,40.54,36.33,16-08-2025,scanId-e7deb9a3-b1fc-4aaf-99f1-4430d1fe20e9_2025_08_15_00_00_00.json-app-measures-version-5.0.0,25:38.7,5.0.0,2025,8
604,04115577-92e0-4642-8492-e3c50e5f3a7e,4575.09,39.63,9.55,157.75,11864.75,32070.07,19.89,3265.56,101.6,20.21,52.5,53.96,60.41,19.38,19.85,15.47,12.78,8.15,7.33,55.49,59.95,30.51,25.04,20.86,19.87,63.4,3799.22,69.59,18.91,35.7,36.67,21.5,39.86,30.67,64.24,49.93,38.17,36.07,03-04-2025,scanId-04115577-92e0-4642-8492-e3c50e5f3a7e_2025_04_02_00_00_00.json-app-measures-version-5.0.0,14:40.1,5.0.0,2025,4
605,b60055fc-0025-46f9-8fb7-cfb9b81e7a06,4510.42,43.27,7.63,164.0,13647.98,22115.91,22.52,2469.71,116.57,17.81,54.57,59.43,56.96,19.67,17.2,13.51,12.74,8.85,8.25,48.2,55.32,28.58,35.06,16.35,20.5,45.7,3640.38,67.35,18.23,33.05,35.2,21.07,38.13,28.38,66.59,48.06,40.82,37.37,15-05-2024,scanId-b60055fc-0025-46f9-8fb7-cfb9b81e7a06_2024_05_14_00_00_00.json-app-measures-version-5.0.0,29:46.6,5.0.0,2024,5
606,9a00967d-c813-4af0-acf5-a36e20955b00,3635.37,27.01,13.3,176.05,13135.88,20650.92,20.2,2622.02,143.34,18.33,55.41,55.73,66.18,20.28,20.99,15.52,12.33,7.48,7.64,66.94,51.11,30.0,31.14,17.46,19.31,48.15,4011.0,53.89,18.96,33.24,36.52,20.42,43.43,31.98,61.77,46.41,39.61,36.38,29-08-2024,scanId-9a00967d-c813-4af0-acf5-a36e20955b00_2024_08_28_00_00_00.json-app-measures-version-5.0.0,41:29.6,5.0.0,2024,8
607,558243b9-a86c-4298-a336-100cdc7fb6c6,4658.99,56.22,6.8,203.49,9689.02,24627.02,23.09,2831.25,136.98,23.0,67.97,66.12,69.56,20.35,15.87,12.08,15.52,8.64,8.98,60.32,68.46,30.61,32.45,16.09,18.48,58.11,3724.16,50.57,19.88,36.38,35.76,21.54,36.25,34.86,61.4,47.13,37.29,37.35,05-01-2025,scanId-558243b9-a86c-4298-a336-100cdc7fb6c6_2025_01_04_00_00_00.json-app-measures-version-5.0.0,13:27.7,5.0.0,2025,1
608,35dfe46d-bc92-466f-a878-8befc70c0c9c,3635.0,42.01,5.13,235.32,14774.31,24234.26,19.8,2636.62,131.54,17.7,51.23,49.69,69.35,16.82,20.66,15.29,14.36,7.93,7.79,58.99,59.13,29.8,31.84,17.36,16.03,55.87,4459.24,53.54,18.41,34.74,35.44,21.75,34.82,29.63,57.16,65.96,41.77,40.79,28-11-2025,scanId-35dfe46d-bc92-466f-a878-8befc70c0c9c_2025_11_27_00_00_00.json-app-measures-version-5.0.0,44:59.6,5.0.0,2025,11
609,667edc09-4379-4909-9c0c-19c03749dbb5,4136.79,38.3,13.07,222.5,10907.19,26653.79,19.24,3850.73,92.08,22.88,58.29,65.67,65.37,14.54,14.61,13.81,12.67,9.37,9.37,50.35,47.66,32.83,33.09,18.87,16.03,42.68,4179.34,56.18,21.71,34.47,36.0,22.67,41.25,32.71,66.73,52.03,38.88,40.91,01-09-2024,scanId-667edc09-4379-4909-9c0c-19c03749dbb5_2024_08_31_00_00_00.json-app-measures-version-5.0.0,19:24.3,5.0.0,2024,8
610,0aa8ad93-f1d4-443e-9b41-12a8e66b2660,4887.27,53.97,11.45,217.21,9300.09,22602.84,22.48,2559.74,177.81,21.86,64.52,64.21,67.34,17.27,18.2,15.95,15.56,9.46,8.22,53.36,62.85,25.44,26.71,18.38,21.65,51.53,4353.98,53.92,20.03,33.1,33.29,23.99,40.19,30.43,51.3,60.5,39.56,37.73,12-10-2025,scanId-0aa8ad93-f1d4-443e-9b41-12a8e66b2660_2025_10_11_00_00_00.json-app-measures-version-5.0.0,52:18.1,5.0.0,2025,10
611,a1f69507-5f3a-42e7-a85d-22e7bcad74d7,4272.78,53.19,12.25,161.9,9169.16,30066.95,22.08,2061.51,121.56,18.7,63.47,47.08,64.46,14.02,15.26,15.22,15.31,8.28,7.64,45.72,47.13,25.75,34.39,17.7,18.02,67.41,4246.56,50.33,19.03,35.26,34.95,22.36,36.68,29.0,56.86,61.69,36.99,41.36,28-12-2024,scanId-a1f69507-5f3a-42e7-a85d-22e7bcad74d7_2024_12_27_00_00_00.json-app-measures-version-5.0.0,58:40.6,5.0.0,2024,12
612,7ee23cb3-d17f-4080-8134-ac62ba7739ed,4019.93,36.08,9.15,209.61,14380.91,23695.63,22.13,2066.77,103.87,17.68,63.72,62.51,56.83,15.22,16.62,12.15,13.44,9.2,7.65,64.7,50.09,31.82,30.52,17.54,21.27,55.71,3521.72,55.22,20.72,35.57,34.1,21.44,38.67,30.5,52.58,46.87,41.66,40.43,16-03-2025,scanId-7ee23cb3-d17f-4080-8134-ac62ba7739ed_2025_03_15_00_00_00.json-app-measures-version-5.0.0,54:17.5,5.0.0,2025,3
613,1091418a-6713-41e6-922a-07c0d34eb120,3742.94,53.45,10.05,219.09,8745.47,20861.29,22.55,2195.9,130.18,19.26,51.99,58.82,69.93,17.8,19.97,13.91,15.09,9.07,7.65,46.06,56.65,32.87,28.31,16.49,17.83,58.48,4259.03,55.99,20.35,36.11,36.5,21.6,35.44,29.32,52.78,64.92,41.54,36.5,14-06-2025,scanId-1091418a-6713-41e6-922a-07c0d34eb120_2025_06_13_00_00_00.json-app-measures-version-5.0.0,55:39.8,5.0.0,2025,6
614,9d97011f-572d-4261-b61c-9582f1e51e56,3613.34,39.06,7.71,151.5,9175.43,26689.1,23.08,2149.11,136.08,22.93,49.37,59.36,61.44,19.55,14.5,12.42,12.67,9.38,9.04,64.66,63.23,31.06,35.13,16.73,19.99,51.11,4237.09,67.86,18.33,35.5,35.56,21.0,32.45,28.02,63.93,47.09,39.47,39.51,16-06-2025,scanId-9d97011f-572d-4261-b61c-9582f1e51e56_2025_06_15_00_00_00.json-app-measures-version-5.0.0,53:51.1,5.0.0,2025,6
615,f7a512ef-362c-4d7b-b347-ed652acb0ac8,4025.77,50.0,13.11,236.19,8850.9,26905.07,21.43,3971.8,129.73,22.55,52.99,60.99,67.76,15.45,14.3,13.82,12.37,8.41,8.11,69.58,68.41,33.84,26.59,18.48,18.83,43.73,3535.05,47.89,20.89,35.47,35.51,20.25,37.74,35.65,60.2,51.58,39.61,38.7,19-08-2025,scanId-f7a512ef-362c-4d7b-b347-ed652acb0ac8_2025_08_18_00_00_00.json-app-measures-version-5.0.0,40:24.8,5.0.0,2025,8
616,9ba42ec9-4354-4f55-8d64-21a6f0df15ad,4824.28,52.52,7.5,193.54,13381.66,29441.39,22.82,3353.08,100.7,17.01,60.69,57.79,60.12,14.0,14.14,15.92,15.13,7.73,7.12,52.25,60.35,26.96,30.29,21.76,16.36,56.54,4219.79,59.21,20.62,36.91,35.43,23.68,32.67,28.98,55.6,62.85,37.9,41.76,07-06-2024,scanId-9ba42ec9-4354-4f55-8d64-21a6f0df15ad_2024_06_06_00_00_00.json-app-measures-version-5.0.0,16:53.6,5.0.0,2024,6
617,1b777858-3ded-49ab-98a0-b56eeefcb19f,4097.37,39.32,11.64,209.08,8710.08,27333.14,20.23,3807.21,135.17,22.74,55.68,53.17,60.1,18.2,20.62,14.31,12.37,8.56,9.98,47.62,54.21,31.29,27.7,18.98,20.13,43.54,3680.52,48.11,20.19,33.31,36.41,23.51,40.93,32.69,62.68,65.61,40.67,40.45,15-11-2024,scanId-1b777858-3ded-49ab-98a0-b56eeefcb19f_2024_11_14_00_00_00.json-app-measures-version-5.0.0,18:49.4,5.0.0,2024,11
618,926d6fce-fffd-421e-a1a5-a80b86fc1c2e,4221.22,55.99,9.18,156.93,12882.12,21778.48,20.8,1901.91,141.97,22.81,65.56,62.42,63.81,18.86,14.82,12.1,14.67,7.49,8.44,55.1,55.7,27.64,34.96,16.69,20.6,42.74,4178.66,50.57,21.42,33.13,34.59,20.53,37.18,30.01,61.83,49.93,36.51,41.96,02-03-2025,scanId-926d6fce-fffd-421e-a1a5-a80b86fc1c2e_2025_03_01_00_00_00.json-app-measures-version-5.0.0,57:29.8,5.0.0,2025,3
619,2cfc5985-bee4-479f-92eb-844639ad0553,4619.34,38.46,12.44,217.8,9854.5,30968.66,22.8,2786.41,157.85,18.83,53.66,49.12,57.88,20.57,15.95,13.6,15.37,8.85,8.28,51.78,53.85,26.19,26.25,16.44,16.52,44.64,3790.97,57.38,20.48,35.78,36.67,22.29,36.34,28.89,56.39,51.43,36.11,41.11,12-08-2025,scanId-2cfc5985-bee4-479f-92eb-844639ad0553_2025_08_11_00_00_00.json-app-measures-version-5.0.0,38:42.8,5.0.0,2025,8
620,ec4daffe-b093-4904-b2c3-3ca6086caee8,4661.05,53.22,14.62,199.3,14373.7,21701.65,22.33,3951.0,115.21,20.57,52.22,64.89,59.15,16.59,14.93,13.65,13.44,7.04,9.98,52.39,63.43,25.51,32.6,20.26,18.41,59.31,4310.28,63.0,19.72,33.05,34.1,21.71,37.45,34.02,54.14,53.81,36.76,39.38,15-02-2025,scanId-ec4daffe-b093-4904-b2c3-3ca6086caee8_2025_02_14_00_00_00.json-app-measures-version-5.0.0,49:22.5,5.0.0,2025,2
621,2747a3ad-125f-4f1d-82fc-b8e600a25e6d,3613.43,42.72,7.27,162.49,9822.02,33112.89,23.63,2101.81,130.18,18.99,68.18,52.39,61.51,14.33,18.51,14.45,14.68,8.21,7.28,48.58,46.58,28.67,29.28,18.31,16.67,63.73,4460.41,51.85,20.28,35.54,33.46,22.43,38.08,29.5,53.9,58.3,40.17,39.85,22-12-2024,scanId-2747a3ad-125f-4f1d-82fc-b8e600a25e6d_2024_12_21_00_00_00.json-app-measures-version-5.0.0,11:40.4,5.0.0,2024,12
622,83d9c959-c6b8-4050-80f7-32c00e4b9b22,3781.79,28.92,5.84,209.17,13743.18,33957.88,22.44,2481.08,94.8,20.57,55.86,66.74,62.58,17.59,17.1,14.98,13.62,8.47,8.55,65.48,45.52,31.56,29.87,18.06,20.66,66.18,3564.88,63.53,21.83,36.92,35.44,22.25,41.31,34.19,58.21,51.25,40.49,37.27,03-07-2024,scanId-83d9c959-c6b8-4050-80f7-32c00e4b9b22_2024_07_02_00_00_00.json-app-measures-version-5.0.0,20:13.4,5.0.0,2024,7
623,a7506ac5-cbac-4499-a852-8d5eac8ee27b,4316.65,46.14,8.18,201.63,12781.61,34819.2,20.54,2303.05,129.27,22.52,54.53,57.35,64.59,19.14,20.44,13.86,12.37,7.94,9.54,59.45,65.67,27.7,29.25,18.37,18.27,50.74,4034.79,56.46,21.02,36.44,36.99,21.59,36.87,31.11,66.02,57.23,38.37,40.35,09-04-2024,scanId-a7506ac5-cbac-4499-a852-8d5eac8ee27b_2024_04_08_00_00_00.json-app-measures-version-5.0.0,50:54.1,5.0.0,2024,4
624,97333d3b-da95-4a1a-8bae-17b6e53c05f3,3899.0,37.34,10.32,225.48,12285.63,20528.52,22.92,3768.08,129.73,22.94,49.07,64.83,63.48,19.57,15.46,12.61,12.85,9.27,8.75,52.12,47.12,32.29,33.19,21.26,19.82,49.96,3531.5,45.23,20.3,35.74,35.86,22.61,41.7,30.07,60.57,67.62,39.98,41.79,31-08-2025,scanId-97333d3b-da95-4a1a-8bae-17b6e53c05f3_2025_08_30_00_00_00.json-app-measures-version-5.0.0,59:43.2,5.0.0,2025,8
625,08721413-bf4c-4dd2-b1d6-59caf3efa6b0,4181.44,31.71,5.19,226.67,13249.67,24075.87,20.2,2754.7,113.85,19.08,67.86,47.44,55.22,17.95,17.58,15.99,14.4,7.98,8.02,45.83,49.42,25.71,29.22,21.86,17.96,65.01,3933.58,53.07,19.99,33.03,35.32,23.48,33.36,35.16,59.88,55.0,38.6,38.25,18-09-2025,scanId-08721413-bf4c-4dd2-b1d6-59caf3efa6b0_2025_09_17_00_00_00.json-app-measures-version-5.0.0,37:24.3,5.0.0,2025,9
626,97a825dd-715c-44c5-aa71-2934c85f4f53,4088.39,48.49,13.89,204.66,13084.9,21068.63,19.51,3798.22,153.31,22.55,67.5,59.12,61.35,17.62,20.75,12.65,12.54,8.99,8.95,66.52,58.31,25.74,34.38,16.2,17.48,43.43,3529.86,65.67,18.96,36.6,36.45,23.84,42.63,29.34,58.39,59.08,36.28,37.45,18-03-2024,scanId-97a825dd-715c-44c5-aa71-2934c85f4f53_2024_03_17_00_00_00.json-app-measures-version-5.0.0,30:12.5,5.0.0,2024,3
627,c19bcf48-c23c-428e-b412-be2d04202098,3750.92,56.04,7.74,172.18,13702.63,21940.11,23.89,2859.23,147.87,22.7,55.56,57.17,64.17,18.11,19.77,15.98,12.58,9.82,9.2,50.15,61.93,27.22,29.71,17.44,18.54,42.97,4273.72,66.76,19.38,33.31,33.88,22.31,41.23,33.14,64.58,52.9,41.18,40.04,21-03-2024,scanId-c19bcf48-c23c-428e-b412-be2d04202098_2024_03_20_00_00_00.json-app-measures-version-5.0.0,12:15.5,5.0.0,2024,3
628,6f5d9007-1191-4c8c-80cf-5a19e5fcfb07,4925.55,41.35,10.1,205.04,14173.19,23773.96,20.53,3724.27,131.09,18.06,50.65,57.84,54.18,15.96,18.56,14.73,15.89,7.29,8.87,62.59,61.81,33.02,35.64,18.1,21.79,52.8,4026.08,48.56,21.28,34.92,34.07,21.38,43.98,32.72,60.33,55.88,38.52,41.2,11-04-2024,scanId-6f5d9007-1191-4c8c-80cf-5a19e5fcfb07_2024_04_10_00_00_00.json-app-measures-version-5.0.0,36:42.8,5.0.0,2024,4
629,aace6732-59bd-4019-91aa-be1e98497a88,4276.29,54.47,8.34,196.29,12988.06,31942.18,19.79,2020.16,102.51,17.32,48.63,57.94,68.88,15.57,20.24,14.22,12.15,9.82,8.46,57.86,48.91,25.21,27.83,21.44,21.79,46.55,4375.07,50.35,18.54,34.75,35.19,22.05,33.06,32.48,59.11,63.34,41.49,36.37,25-12-2024,scanId-aace6732-59bd-4019-91aa-be1e98497a88_2024_12_24_00_00_00.json-app-measures-version-5.0.0,12:10.8,5.0.0,2024,12
630,d1f37761-066f-497f-878a-f68f94e13443,3960.98,35.88,11.32,153.95,13082.88,33558.16,20.17,2752.58,94.8,21.21,66.3,54.33,59.05,20.6,16.21,13.62,14.91,9.12,9.0,61.96,58.58,31.32,28.83,17.92,21.28,61.64,3911.78,64.57,19.52,34.64,33.09,20.03,44.59,35.03,52.63,51.41,37.86,40.62,17-07-2024,scanId-d1f37761-066f-497f-878a-f68f94e13443_2024_07_16_00_00_00.json-app-measures-version-5.0.0,44:24.1,5.0.0,2024,7
631,d2036b75-9ddd-488b-9e50-b1d92b2ba2e8,3565.79,58.81,11.3,225.31,11038.16,34504.12,22.68,2170.41,176.9,18.64,66.3,61.67,53.0,20.68,15.61,12.99,12.76,8.98,9.6,51.79,58.79,34.87,26.88,19.17,17.95,53.41,3994.65,53.44,19.31,36.29,35.15,22.8,37.33,33.53,60.0,54.54,41.59,40.92,18-10-2024,scanId-d2036b75-9ddd-488b-9e50-b1d92b2ba2e8_2024_10_17_00_00_00.json-app-measures-version-5.0.0,37:34.9,5.0.0,2024,10
632,cd0061c9-45cc-4e97-b847-eb0472d868af,4744.57,40.19,8.77,222.76,10497.35,23843.81,21.7,3021.44,129.27,19.03,57.65,54.89,57.18,16.54,19.37,13.98,12.34,8.05,7.74,63.41,69.27,31.96,29.44,17.52,18.55,62.52,3831.37,68.31,20.72,34.87,33.55,23.95,43.12,33.68,50.87,54.65,41.36,41.57,12-03-2025,scanId-cd0061c9-45cc-4e97-b847-eb0472d868af_2025_03_11_00_00_00.json-app-measures-version-5.0.0,58:15.9,5.0.0,2025,3
633,39985725-2cf8-4206-836f-49883165fa64,3502.3,52.54,13.4,150.24,12046.83,21570.75,23.5,2688.35,163.29,20.8,56.99,60.14,57.39,17.83,15.57,12.56,14.94,9.04,8.53,53.92,49.05,33.14,27.32,16.56,19.41,63.51,4180.11,66.37,21.4,36.88,34.61,21.19,35.88,28.24,57.54,59.83,39.05,41.69,21-12-2024,scanId-39985725-2cf8-4206-836f-49883165fa64_2024_12_20_00_00_00.json-app-measures-version-5.0.0,16:34.8,5.0.0,2024,12
634,2ead149f-f17a-4c42-bfd2-c20d1462575f,4477.77,54.06,5.65,157.89,9985.61,33772.94,21.53,3332.52,112.94,17.51,59.79,66.38,69.59,17.87,20.38,15.48,14.03,7.21,8.72,53.46,47.5,33.81,29.39,19.65,16.17,42.34,3831.23,68.41,20.7,36.2,33.67,22.27,43.98,32.77,55.27,47.84,38.83,38.92,08-05-2025,scanId-2ead149f-f17a-4c42-bfd2-c20d1462575f_2025_05_07_00_00_00.json-app-measures-version-5.0.0,11:52.1,5.0.0,2025,5
635,70f410c1-ba68-40bf-8324-3dc17c45266e,3818.81,49.78,6.69,220.8,12539.67,32865.63,23.57,3934.34,173.27,22.75,53.35,58.01,61.7,15.59,16.46,14.22,15.67,9.76,9.29,66.47,57.73,27.59,35.82,18.53,21.36,51.25,3969.6,55.31,19.02,35.23,35.85,20.36,35.1,30.42,52.06,66.61,39.0,36.59,09-10-2025,scanId-70f410c1-ba68-40bf-8324-3dc17c45266e_2025_10_08_00_00_00.json-app-measures-version-5.0.0,59:28.4,5.0.0,2025,10
636,eeccb06c-bd38-4790-a948-c8d8653095dc,4817.06,28.32,12.11,166.99,11135.82,24491.31,19.3,2293.95,107.5,20.7,54.89,57.58,69.12,16.08,14.17,13.5,15.69,7.54,8.84,51.68,52.6,33.75,34.46,16.88,20.29,61.32,4049.89,61.23,21.55,36.25,34.96,21.03,40.81,29.54,60.42,58.64,40.14,36.94,11-11-2024,scanId-eeccb06c-bd38-4790-a948-c8d8653095dc_2024_11_10_00_00_00.json-app-measures-version-5.0.0,30:27.7,5.0.0,2024,11
